address,chanquannianxian,chanquanxingzhi,chaoxiang,danjia,dianti,house_type,huxing,huxingjiegou,jianzhumianji,jianzhuniajdai,link,louceng,lvhualv,rongjilv,title,wuyefeiyong,wuyeleixing,xiaoqu,zhuangxiu
闽江苑福州南路-闽江路141号,,商品房,南北,24985元/平米,无,,3室1厅1卫,,101.26平米,住宅                    ,http://esf.qd.fang.com/chushou/18_204953310_11493562x2411670733_163853173.htm,高层,35%,2.6,闽江苑 封闭小区 多层房源公摊小,1元/平米·月,住宅                    ,闽江苑,精装修
滨海花园五四广场-东海西路33号,70年产权;,商品房,东南,29885元/平米,无,,2室1厅1卫,,87平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212399345_11489683x2411012849_165495151.htm,中层,30%,2.3,滨海花园 套二 价格低 东南向看海,1.4元/平米·月,住宅                    ,滨海花园,精装修
燕岛福华园辛家庄-燕儿岛路17号,,商品房,南北,34956元/平米,无,,3室2厅2卫,平层,133.31平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210188271_12218764x2411591505_165494106.htm,中层,25%,1.2,燕岛福华园 精装套三 送车位送,0.4元/平米·月,住宅                    ,燕岛福华园,精装修
银都花园青岛大学-青岛市市南区彰化路1号,,商品房,南北,36364元/平米,无,,3室2厅2卫,,165平米,住宅                    ,http://esf.qd.fang.com/chushou/18_204542303_12125428x2411592427_165872210.htm,中层,62.3%,0.87,"银都花园,南北通透,全海景,明厨明卫,位置安静,免费停车",1.2元/平米·月,住宅                    ,银都花园,豪华装修
弘信山庄天山-宁夏路274号,,商品房,南北,33048元/平米,无,,3室3厅2卫,,89.87平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212670332_11484061x2411591105_163581682.htm,高层,40%,1.6,弘信山庄 3室3厅 89平,0.8元/平米·月,住宅                    ,弘信山庄,精装修
辛家庄三小区辛家庄-宁夏路与燕儿岛路交汇处,70年产权;,商品房,南,33182元/平米,无,,2室1厅1卫,平层,61.78平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210537490_11697482x2411595503_164580688.htm,中层,35%,1.5,辛家庄区 低楼层好房 有钥匙 明厨明卫 欢迎,1.2元/平米·月,住宅                    ,辛家庄三小区,简装修
柏丽澜庭奥帆中心-金湾路1号,,商品房,南北,50808元/平米,有,,3室2厅3卫,平层,433平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212531580_11495143x2411229183_163703062.htm,高层,65%,1.51,新出柏丽澜庭顶楼复式看海豪装带车位,4.13元/平米·月,住宅                    ,柏丽澜庭,豪华装修
闽江苑福州南路-闽江路141号,,商品房,暂无,30065元/平米,无,,2室1厅1卫,平层,82.82平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210636535_11982544x2411670733_165622829.htm,高层,35%,2.6,闽江苑全明套区内 满五年 低楼层,1元/平米·月,住宅                    ,闽江苑,简装修
颐中高山天山-旌德路26号,70年产权;,个人产权,南北,29412元/平米,有,,3室2厅2卫,平层,170平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211109399_11238689x2411097380_160565653.htm,中层,40.2%,1.29,小区専家为您服wu/ 精装修 大气三居 单价蕞di 居住安静 满五年,1.4元/平米·月,住宅                    ,颐中高山,精装修
福苑小区福州南路-市南闽江二路59号,,商品房,南北,39948元/平米,无,,4室2厅2卫,,77.6平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212350936_12223555x2411591107_163800005.htm,高层,15%,2,福苑小区东区 4室2厅 77平,0.4元/平米·月,住宅                    ,福苑小区,精装修
中央国际巴黎春天-山东路7号乙,70年产权;,个人产权,南,30596元/平米,有,,2室2厅1卫,平层,93.15平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209072148_11913620x2411338983_160550199.htm,中层,20.1%,5.91,精装 中1央国际 双南卧南厅 低于市价15万 视野好采光好,1.32元/平米·月,住宅                    ,中央国际,精装修
双星金色海岸八大峡-瞿塘峡路45号,,商品房,南北,29661元/平米,有,,2室2厅2卫,平层,118平米,住宅                    ,http://esf.qd.fang.com/chushou/18_206871951_11479029x2411683837_165782779.htm,中层,30%,2.19,贵州路金色海岸套2双厅双卫 海景房 双南 精装,0.8元/平米·月,住宅                    ,双星金色海岸,精装修
城市梦想家广电大厦-宁夏路243号,70年产权;,个人产权,南北,26575元/平米,有,,3室2厅2卫,平层,146平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212775003_12401160x2411071079_160171529.htm,低层,40%,3,城市梦想家 广电 配套齐全 法拍房 可过户 不xiangou,0.8元/平米·月,住宅                    ,城市梦想家,精装修
金海广场奥帆中心-澳门路136号,70年产权;,商品房,南,40296元/平米,无,,4室2厅2卫,平层,148.9平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212188844_11493061x2411603145_164413896.htm,高层,46%,1.9,奥帆金海广场三南卧室带租赁车位全明户型税少装修好,1.2元/平米·月,住宅                    ,金海广场,精装修
天慧苑二轻新村-宁夏路118号,70年产权;,商品房,南北,26912元/平米,无,,2室1厅1卫,平层,68平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212854722_11762168x2411669687_165291308.htm,高层,20%,1.56,宁夏路南京路口天泰新村 天慧苑 精装套二 南北通透 M3 看房方便,0.4元/平米·月,住宅                    ,天慧苑,简装修
锦绣华城二轻新村-延吉路117号,70年产权;,商品房,东,27104元/平米,无,,2室1厅1卫,,81.17平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210228078_11950373x2411255663_165932179.htm,高层,41%,1.99,锦绣华城 双南卧南厅 精装带全套家具 楼层好采光好 花园封闭小区,1.48元/平米·月,住宅                    ,锦绣华城,精装修
颐和国际五四广场-香港中路10号,70年产权;,商品房,北,26827元/平米,无,,1室1厅1卫,,60.76平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212636150_11489368x2411596549_165887532.htm,高层,20%,5.5,颐和国际 套一 精装 海景视野好,6元/平米·月,住宅                    ,颐和国际,精装修
万丽海景湛山-东海西路1号,70年产权;,商品房,东南,45902元/平米,无,,2室2厅2卫,平层,122平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212471410_11969008x2411162251_163803352.htm,低层,35%,4,"万丽海景,高楼层,未住过,带车位,装修好,带家具,东海路9号",7元/平米·月,住宅                    ,万丽海景,豪华装修
万丽海景湛山-东海西路1号,70年产权;,商品房,暂无,42593元/平米,无,,1室1厅1卫,,54平米,住宅                    ,http://esf.qd.fang.com/chushou/18_208452770_11252163x2411162251_165804085.htm,低层,35%,4,市南套一精装,7元/平米·月,住宅                    ,万丽海景,精装修
中海银海一号天山-银川西路7号,70年产权;,商品房,北,25000元/平米,无,,1室1厅1卫,,62平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212781355_12093616x2411267823_160601478.htm,低层,40.1%,3.25,中海银海一号 一居室 精装修公寓 仅一套,2.05元/平米·月,住宅                    ,中海银海一号,精装修
天泰美家八大湖-宁夏路129号、青牧大厦东侧,70年产权;,商品房,东,28635元/平米,无,,3室2厅2卫,平层,122.23平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212611770_11490810x2411671895_165295803.htm,高层,14.81%,3.9,天泰美家 恒湿恒温 套三厅 带车位,2.9元/平米·月,住宅                    ,天泰美家,精装修
逍遥花园大尧-江西路106号,70年产权;,商品房,南北,37635元/平米,无,,5室2厅1卫,平层,91.67平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212512197_11486707x2411656283_165688490.htm,高层,36%,1.6,逍遥花园顶加阁 利用率80 采光好 南北通透 不临街,1.2元/平米·月,住宅                    ,逍遥花园,简装修
都市118浮山所-南京路118号,70年产权;,商品房,南北,28571元/平米,无,,1室1厅1卫,平层,56平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211967667_11270648x2411273343_160538583.htm,低层,20%,11,"2010年住宅电梯房 50米远 民水电电 好房,看房",1.6元/平米·月,住宅                    ,都市118,精装修
金海广场奥帆中心-澳门路136号,70年产权;,商品房,南北,36076元/平米,无,,3室2厅2卫,平层,158平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212855326_11764795x2411603145_163803352.htm,中层,46%,1.9,金海广场 精装电梯房 送车位 免双税 南北通透,1.2元/平米·月,住宅                    ,金海广场,精装修
海信慧园二期湛山-江西路7号,70年产权;,商品房,南北,37000元/平米,无,,2室2厅1卫,,110平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212435037_11990587x2411070353_162534209.htm,高层,35%,3.76,海信慧园二期 镇江路 电梯房 两居室南厅 全明户型,1.7元/平米·月,住宅                    ,海信慧园二期,中装修
中海银海一号天山-银川西路7号,70年产权;,商品房,南北,38767元/平米,有,,4室2厅2卫,平层,201.2平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212542944_11237936x2411267823_166013020.htm,中层,40.1%,3.25,中海银海一号大套四房 中间楼层看小区园林花园 精装修带车位,2.05元/平米·月,住宅                    ,中海银海一号,精装修
中央国际巴黎春天-山东路7号乙,70年产权;,商品房,西南,29178元/平米,无,,2室1厅1卫,,80.54平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209875680_11488764x2411338983_165804307.htm,高层,20.1%,5.91,国际 2室1厅 80平,1.32元/平米·月,住宅                    ,中央国际,精装修
中海银海一号天山-银川西路7号,70年产权;,商品房,南北,34826元/平米,无,,4室2厅2卫,,201平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212755970_12412504x2411267823_164633305.htm,低层,40.1%,3.25,中海银海 精装四居通透 浮山脚下 青大附,2.05元/平米·月,住宅                    ,中海银海一号,精装修
金湖小区八大湖-市南区如东路18号,,商品房,北,29403元/平米,无,,2室1厅0卫,平层,68.02平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212797872_11266225x2411658405_165688490.htm,高层,30%,2.34,"M3号,金湖小区,双南卧,采光好,南北通透,满五年,税少",0.3元/平米·月,住宅                    ,金湖小区,简装修
新贵都A区浮山所-徐州路53号,70年产权;,商品房,南,28060元/平米,无,,2室1厅1卫,,67平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211884680_11687090x2411668625_165313960.htm,低层,40%,4.6,新贵都A区 地理位置好 采光棒 通风性好 精装两居 业主急售,0.7元/平米·月,住宅                    ,新贵都A区,精装修
辛家庄二小区辛家庄-仙游路9号(金门路派出所西侧),,个人产权,南北,30000元/平米,无,,2室1厅1卫,平层,54平米,住宅                    ,http://esf.qd.fang.com/chushou/18_207498770_11482455x2411665169_165942887.htm,高层,34%,1.2,新上辛家庄区 采光 套二双南 自住需重装 金门路,0.4元/平米·月,住宅                    ,辛家庄二小区,简装修
青岛山花园大学路-红岛支路3甲,,商品房,东,53906元/平米,无,,3室1厅1卫,平层,94.61平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212769446_11496740x2411666875_165425308.htm,高层,35%,1.9,"中,介,费,1,大学路 红岛支路 青岛山花园 楼龄新 低楼层套三",0.8元/平米·月,住宅                    ,青岛山花园,简装修
中海银海一号天山-银川西路7号,70年产权;,个人产权,南北,36585元/平米,有,,4室2厅2卫,平层,205平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212119913_11489259x2411267823_164413896.htm,中层,40.1%,3.25,中海豪华装修四居室 南北通透 双南双北卧南厅,2.05元/平米·月,住宅                    ,中海银海一号,豪华装修
香港花园大公馆辛家庄-漳州二路123号甲,70年产权;,个人产权,南北,27429元/平米,无,,3室2厅2卫,平层,175平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212401882_11477386x2411071078_164640716.htm,中层,35%,2.28,香港花园大公馆 豪装地暖 高楼层东户 手慢无,1.5元/平米·月,住宅                    ,香港花园大公馆,豪华装修
天山小区天山-市南区宁国路33号,,商品房,南北,26084元/平米,无,,2室1厅1卫,,68.24平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212473447_12203701x2411596383_160572242.htm,高层,41%,1.1,天山小区(宁国一路) 2室1厅 68平,0.27元/平米·月,住宅                    ,天山小区,简装修
天虹花园青岛大学-市南区宁夏路329号,,商品房,南北,32072元/平米,无,,3室2厅2卫,平层,155.9平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212688491_11629352x2411597545_162498372.htm,中层,35%,4.6,天虹花园大三居 三楼 安静采光好 装修干净 基隆路,0.5元/平米·月,住宅                    ,天虹花园,简装修
名都城福州南路-江西路113号,70年产权;,个人产权,南北,32240元/平米,无,,4室2厅2卫,平层,160.67平米,住宅                    ,http://esf.qd.fang.com/chushou/18_199727160_11479689x2411070337_160172151.htm,高层,42%,3.18,"市南楼盘,尽享都市繁华。",1.2元/平米·月,住宅                    ,名都城,精装修
银都花园青岛大学-青岛市市南区彰化路1号,,商品房,南,36767元/平米,无,,3室2厅1卫,平层,137.35平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211079731_12284713x2411592427_164580688.htm,高层,62.3%,0.87,全海景视野 精装修短住 送家具家电 全明套三 采光好,1.2元/平米·月,住宅                    ,银都花园,精装修
新贵都B区浮山所-徐州路8-24号,70年产权;,个人产权,暂无,28100元/平米,无,,3室1厅1卫,平层,112.1平米,住宅                    ,http://esf.qd.fang.com/chushou/18_206556689_11242506x2411668627_165494620.htm,高层,35%,2,商品房 新贵都B区 M3 看房方便 急售 南北通透 闹中取静,0.23元/平米·月,住宅                    ,新贵都B区,简装修
