,IP,,,PORT,,TYPE,Æ´½Ó
{'ip_port': ',183.187.56.12,,:,80,"', 'user_pass': ''},",HTTPS,"{'ip_port': '183.187.56.12:80', 'user_pass': ''},"
{'ip_port': ',115.217.150.39,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '115.217.150.39:8123', 'user_pass': ''},"
{'ip_port': ',125.109.193.146,,:,808,"', 'user_pass': ''},",HTTPS,"{'ip_port': '125.109.193.146:808', 'user_pass': ''},"
{'ip_port': ',1.199.194.162,,:,47319,"', 'user_pass': ''},",HTTPS,"{'ip_port': '1.199.194.162:47319', 'user_pass': ''},"
{'ip_port': ',60.184.173.3,,:,3128,"', 'user_pass': ''},",HTTP,"{'ip_port': '60.184.173.3:3128', 'user_pass': ''},"
{'ip_port': ',111.155.116.216,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '111.155.116.216:8123', 'user_pass': ''},"
{'ip_port': ',123.55.185.102,,:,31361,"', 'user_pass': ''},",HTTP,"{'ip_port': '123.55.185.102:31361', 'user_pass': ''},"
{'ip_port': ',36.49.82.187,,:,80,"', 'user_pass': ''},",HTTPS,"{'ip_port': '36.49.82.187:80', 'user_pass': ''},"
{'ip_port': ',14.211.116.16,,:,9999,"', 'user_pass': ''},",HTTP,"{'ip_port': '14.211.116.16:9999', 'user_pass': ''},"
{'ip_port': ',60.184.174.161,,:,808,"', 'user_pass': ''},",HTTP,"{'ip_port': '60.184.174.161:808', 'user_pass': ''},"
{'ip_port': ',118.254.149.19,,:,3128,"', 'user_pass': ''},",HTTP,"{'ip_port': '118.254.149.19:3128', 'user_pass': ''},"
{'ip_port': ',117.24.33.18,,:,43202,"', 'user_pass': ''},",HTTP,"{'ip_port': '117.24.33.18:43202', 'user_pass': ''},"
{'ip_port': ',117.36.103.170,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '117.36.103.170:8118', 'user_pass': ''},"
{'ip_port': ',27.153.128.108,,:,41935,"', 'user_pass': ''},",HTTPS,"{'ip_port': '27.153.128.108:41935', 'user_pass': ''},"
{'ip_port': ',123.163.167.119,,:,808,"', 'user_pass': ''},",HTTP,"{'ip_port': '123.163.167.119:808', 'user_pass': ''},"
{'ip_port': ',183.48.91.80,,:,8118,"', 'user_pass': ''},",HTTP,"{'ip_port': '183.48.91.80:8118', 'user_pass': ''},"
{'ip_port': ',180.122.146.79,,:,25841,"', 'user_pass': ''},",HTTPS,"{'ip_port': '180.122.146.79:25841', 'user_pass': ''},"
{'ip_port': ',59.32.37.209,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '59.32.37.209:3128', 'user_pass': ''},"
{'ip_port': ',171.38.90.131,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '171.38.90.131:8123', 'user_pass': ''},"
{'ip_port': ',180.118.243.109,,:,808,"', 'user_pass': ''},",HTTPS,"{'ip_port': '180.118.243.109:808', 'user_pass': ''},"
{'ip_port': ',180.155.137.114,,:,26589,"', 'user_pass': ''},",HTTP,"{'ip_port': '180.155.137.114:26589', 'user_pass': ''},"
{'ip_port': ',113.128.25.244,,:,20007,"', 'user_pass': ''},",HTTP,"{'ip_port': '113.128.25.244:20007', 'user_pass': ''},"
{'ip_port': ',49.71.81.217,,:,3128,"', 'user_pass': ''},",HTTP,"{'ip_port': '49.71.81.217:3128', 'user_pass': ''},"
{'ip_port': ',110.73.32.235,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '110.73.32.235:8123', 'user_pass': ''},"
{'ip_port': ',218.73.143.73,,:,21773,"', 'user_pass': ''},",HTTP,"{'ip_port': '218.73.143.73:21773', 'user_pass': ''},"
{'ip_port': ',36.99.159.14,,:,40444,"', 'user_pass': ''},",HTTP,"{'ip_port': '36.99.159.14:40444', 'user_pass': ''},"
{'ip_port': ',121.226.162.14,,:,808,"', 'user_pass': ''},",HTTP,"{'ip_port': '121.226.162.14:808', 'user_pass': ''},"
{'ip_port': ',60.19.235.254,,:,48789,"', 'user_pass': ''},",HTTP,"{'ip_port': '60.19.235.254:48789', 'user_pass': ''},"
{'ip_port': ',120.38.103.88,,:,27102,"', 'user_pass': ''},",HTTPS,"{'ip_port': '120.38.103.88:27102', 'user_pass': ''},"
{'ip_port': ',1.196.7.97,,:,38691,"', 'user_pass': ''},",HTTPS,"{'ip_port': '1.196.7.97:38691', 'user_pass': ''},"
{'ip_port': ',218.20.55.63,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '218.20.55.63:8118', 'user_pass': ''},"
{'ip_port': ',114.231.119.140,,:,21423,"', 'user_pass': ''},",HTTP,"{'ip_port': '114.231.119.140:21423', 'user_pass': ''},"
{'ip_port': ',120.37.173.99,,:,25919,"', 'user_pass': ''},",HTTPS,"{'ip_port': '120.37.173.99:25919', 'user_pass': ''},"
{'ip_port': ',111.155.116.235,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '111.155.116.235:8123', 'user_pass': ''},"
{'ip_port': ',171.38.76.36,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '171.38.76.36:8123', 'user_pass': ''},"
{'ip_port': ',123.52.76.148,,:,34499,"', 'user_pass': ''},",HTTP,"{'ip_port': '123.52.76.148:34499', 'user_pass': ''},"
{'ip_port': ',115.221.117.36,,:,23128,"', 'user_pass': ''},",HTTP,"{'ip_port': '115.221.117.36:23128', 'user_pass': ''},"
{'ip_port': ',49.71.81.165,,:,3128,"', 'user_pass': ''},",HTTP,"{'ip_port': '49.71.81.165:3128', 'user_pass': ''},"
{'ip_port': ',110.73.31.208,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.73.31.208:8123', 'user_pass': ''},"
{'ip_port': ',124.72.216.180,,:,808,"', 'user_pass': ''},",HTTPS,"{'ip_port': '124.72.216.180:808', 'user_pass': ''},"
{'ip_port': ',115.213.254.213,,:,33710,"', 'user_pass': ''},",HTTPS,"{'ip_port': '115.213.254.213:33710', 'user_pass': ''},"
{'ip_port': ',113.105.200.246,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '113.105.200.246:3128', 'user_pass': ''},"
{'ip_port': ',113.105.203.58,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '113.105.203.58:3128', 'user_pass': ''},"
{'ip_port': ',118.254.145.39,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '118.254.145.39:3128', 'user_pass': ''},"
{'ip_port': ',113.128.28.36,,:,45769,"', 'user_pass': ''},",HTTPS,"{'ip_port': '113.128.28.36:45769', 'user_pass': ''},"
{'ip_port': ',121.226.168.124,,:,43820,"', 'user_pass': ''},",HTTPS,"{'ip_port': '121.226.168.124:43820', 'user_pass': ''},"
{'ip_port': ',114.231.12.120,,:,36902,"', 'user_pass': ''},",HTTPS,"{'ip_port': '114.231.12.120:36902', 'user_pass': ''},"
{'ip_port': ',27.40.158.149,,:,61234,"', 'user_pass': ''},",HTTP,"{'ip_port': '27.40.158.149:61234', 'user_pass': ''},"
{'ip_port': ',119.162.91.232,,:,8118,"', 'user_pass': ''},",HTTP,"{'ip_port': '119.162.91.232:8118', 'user_pass': ''},"
{'ip_port': ',27.40.151.120,,:,61234,"', 'user_pass': ''},",HTTPS,"{'ip_port': '27.40.151.120:61234', 'user_pass': ''},"
{'ip_port': ',111.155.116.205,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '111.155.116.205:8123', 'user_pass': ''},"
{'ip_port': ',110.73.55.244,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.73.55.244:8123', 'user_pass': ''},"
{'ip_port': ',111.155.116.207,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '111.155.116.207:8123', 'user_pass': ''},"
{'ip_port': ',182.39.8.151,,:,48545,"', 'user_pass': ''},",HTTPS,"{'ip_port': '182.39.8.151:48545', 'user_pass': ''},"
{'ip_port': ',49.81.251.178,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '49.81.251.178:8118', 'user_pass': ''},"
{'ip_port': ',183.149.235.195,,:,40525,"', 'user_pass': ''},",HTTPS,"{'ip_port': '183.149.235.195:40525', 'user_pass': ''},"
{'ip_port': ',111.192.175.1,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '111.192.175.1:8118', 'user_pass': ''},"
{'ip_port': ',114.238.147.216,,:,24169,"', 'user_pass': ''},",HTTPS,"{'ip_port': '114.238.147.216:24169', 'user_pass': ''},"
{'ip_port': ',111.155.116.196,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '111.155.116.196:8123', 'user_pass': ''},"
{'ip_port': ',115.237.237.247,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '115.237.237.247:3128', 'user_pass': ''},"
{'ip_port': ',111.155.116.212,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '111.155.116.212:8123', 'user_pass': ''},"
{'ip_port': ',49.85.1.203,,:,25512,"', 'user_pass': ''},",HTTP,"{'ip_port': '49.85.1.203:25512', 'user_pass': ''},"
{'ip_port': ',115.46.75.23,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '115.46.75.23:8123', 'user_pass': ''},"
{'ip_port': ',123.55.2.99,,:,808,"', 'user_pass': ''},",HTTP,"{'ip_port': '123.55.2.99:808', 'user_pass': ''},"
{'ip_port': ',119.179.196.112,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '119.179.196.112:8118', 'user_pass': ''},"
{'ip_port': ',112.254.181.4,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '112.254.181.4:8118', 'user_pass': ''},"
{'ip_port': ',121.31.194.26,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '121.31.194.26:8123', 'user_pass': ''},"
{'ip_port': ',115.213.233.218,,:,49468,"', 'user_pass': ''},",HTTPS,"{'ip_port': '115.213.233.218:49468', 'user_pass': ''},"
{'ip_port': ',27.40.134.119,,:,61234,"', 'user_pass': ''},",HTTPS,"{'ip_port': '27.40.134.119:61234', 'user_pass': ''},"
{'ip_port': ',118.254.149.46,,:,3128,"', 'user_pass': ''},",HTTP,"{'ip_port': '118.254.149.46:3128', 'user_pass': ''},"
{'ip_port': ',175.146.144.124,,:,8118,"', 'user_pass': ''},",HTTP,"{'ip_port': '175.146.144.124:8118', 'user_pass': ''},"
{'ip_port': ',114.218.139.138,,:,38260,"', 'user_pass': ''},",HTTPS,"{'ip_port': '114.218.139.138:38260', 'user_pass': ''},"
{'ip_port': ',115.212.61.78,,:,8118,"', 'user_pass': ''},",HTTP,"{'ip_port': '115.212.61.78:8118', 'user_pass': ''},"
{'ip_port': ',110.88.112.238,,:,20561,"', 'user_pass': ''},",HTTPS,"{'ip_port': '110.88.112.238:20561', 'user_pass': ''},"
{'ip_port': ',115.221.114.107,,:,44556,"', 'user_pass': ''},",HTTPS,"{'ip_port': '115.221.114.107:44556', 'user_pass': ''},"
{'ip_port': ',122.4.41.241,,:,41434,"', 'user_pass': ''},",HTTPS,"{'ip_port': '122.4.41.241:41434', 'user_pass': ''},"
{'ip_port': ',114.232.106.225,,:,47790,"', 'user_pass': ''},",HTTPS,"{'ip_port': '114.232.106.225:47790', 'user_pass': ''},"
{'ip_port': ',120.33.247.236,,:,31095,"', 'user_pass': ''},",HTTPS,"{'ip_port': '120.33.247.236:31095', 'user_pass': ''},"
{'ip_port': ',111.155.116.239,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '111.155.116.239:8123', 'user_pass': ''},"
{'ip_port': ',222.79.248.165,,:,49901,"', 'user_pass': ''},",HTTPS,"{'ip_port': '222.79.248.165:49901', 'user_pass': ''},"
{'ip_port': ',115.46.88.246,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '115.46.88.246:8123', 'user_pass': ''},"
{'ip_port': ',59.58.240.62,,:,27881,"', 'user_pass': ''},",HTTPS,"{'ip_port': '59.58.240.62:27881', 'user_pass': ''},"
{'ip_port': ',114.232.119.14,,:,26572,"', 'user_pass': ''},",HTTPS,"{'ip_port': '114.232.119.14:26572', 'user_pass': ''},"
{'ip_port': ',180.122.149.242,,:,35131,"', 'user_pass': ''},",HTTPS,"{'ip_port': '180.122.149.242:35131', 'user_pass': ''},"
{'ip_port': ',220.162.150.33,,:,8888,"', 'user_pass': ''},",HTTPS,"{'ip_port': '220.162.150.33:8888', 'user_pass': ''},"
{'ip_port': ',171.39.42.16,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '171.39.42.16:8123', 'user_pass': ''},"
{'ip_port': ',110.72.39.178,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.72.39.178:8123', 'user_pass': ''},"
{'ip_port': ',59.51.122.112,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '59.51.122.112:3128', 'user_pass': ''},"
{'ip_port': ',124.228.239.23,,:,3128,"', 'user_pass': ''},",HTTP,"{'ip_port': '124.228.239.23:3128', 'user_pass': ''},"
{'ip_port': ',49.65.161.203,,:,3128,"', 'user_pass': ''},",HTTP,"{'ip_port': '49.65.161.203:3128', 'user_pass': ''},"
{'ip_port': ',111.155.116.200,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '111.155.116.200:8123', 'user_pass': ''},"
{'ip_port': ',125.106.95.238,,:,808,"', 'user_pass': ''},",HTTP,"{'ip_port': '125.106.95.238:808', 'user_pass': ''},"
{'ip_port': ',118.254.152.55,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '118.254.152.55:3128', 'user_pass': ''},"
{'ip_port': ',221.229.18.35,,:,808,"', 'user_pass': ''},",HTTPS,"{'ip_port': '221.229.18.35:808', 'user_pass': ''},"
{'ip_port': ',182.34.32.67,,:,808,"', 'user_pass': ''},",HTTP,"{'ip_port': '182.34.32.67:808', 'user_pass': ''},"
{'ip_port': ',110.73.29.94,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '110.73.29.94:8123', 'user_pass': ''},"
{'ip_port': ',182.42.244.205,,:,808,"', 'user_pass': ''},",HTTPS,"{'ip_port': '182.42.244.205:808', 'user_pass': ''},"
{'ip_port': ',115.237.237.138,,:,3128,"', 'user_pass': ''},",HTTP,"{'ip_port': '115.237.237.138:3128', 'user_pass': ''},"
{'ip_port': ',115.55.150.95,,:,8118,"', 'user_pass': ''},",HTTP,"{'ip_port': '115.55.150.95:8118', 'user_pass': ''},"
{'ip_port': ',114.230.41.250,,:,808,"', 'user_pass': ''},",HTTP,"{'ip_port': '114.230.41.250:808', 'user_pass': ''},"
{'ip_port': ',42.87.146.140,,:,80,"', 'user_pass': ''},",HTTPS,"{'ip_port': '42.87.146.140:80', 'user_pass': ''},"
{'ip_port': ',122.237.244.102,,:,3128,"', 'user_pass': ''},",HTTP,"{'ip_port': '122.237.244.102:3128', 'user_pass': ''},"
{'ip_port': ',111.155.116.237,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '111.155.116.237:8123', 'user_pass': ''},"
{'ip_port': ',111.155.116.225,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '111.155.116.225:8123', 'user_pass': ''},"
{'ip_port': ',171.38.64.191,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '171.38.64.191:8123', 'user_pass': ''},"
{'ip_port': ',121.31.156.209,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '121.31.156.209:8123', 'user_pass': ''},"
{'ip_port': ',111.155.116.225,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '111.155.116.225:8123', 'user_pass': ''},"
{'ip_port': ',171.38.64.191,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '171.38.64.191:8123', 'user_pass': ''},"
{'ip_port': ',121.31.156.209,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '121.31.156.209:8123', 'user_pass': ''},"
{'ip_port': ',115.46.78.189,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '115.46.78.189:8123', 'user_pass': ''},"
{'ip_port': ',39.71.57.117,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '39.71.57.117:8118', 'user_pass': ''},"
{'ip_port': ',117.92.120.154,,:,44877,"', 'user_pass': ''},",HTTP,"{'ip_port': '117.92.120.154:44877', 'user_pass': ''},"
{'ip_port': ',171.39.2.175,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '171.39.2.175:8123', 'user_pass': ''},"
{'ip_port': ',110.73.0.93,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.73.0.93:8123', 'user_pass': ''},"
{'ip_port': ',121.31.192.123,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '121.31.192.123:8123', 'user_pass': ''},"
{'ip_port': ',49.72.11.243,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '49.72.11.243:8118', 'user_pass': ''},"
{'ip_port': ',118.254.152.200,,:,3128,"', 'user_pass': ''},",HTTP,"{'ip_port': '118.254.152.200:3128', 'user_pass': ''},"
{'ip_port': ',1.194.161.197,,:,808,"', 'user_pass': ''},",HTTP,"{'ip_port': '1.194.161.197:808', 'user_pass': ''},"
{'ip_port': ',113.105.200.15,,:,3128,"', 'user_pass': ''},",HTTP,"{'ip_port': '113.105.200.15:3128', 'user_pass': ''},"
{'ip_port': ',110.73.49.226,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.73.49.226:8123', 'user_pass': ''},"
{'ip_port': ',123.149.160.227,,:,22635,"', 'user_pass': ''},",HTTPS,"{'ip_port': '123.149.160.227:22635', 'user_pass': ''},"
{'ip_port': ',121.31.194.76,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '121.31.194.76:8123', 'user_pass': ''},"
{'ip_port': ',115.213.250.231,,:,25757,"', 'user_pass': ''},",HTTP,"{'ip_port': '115.213.250.231:25757', 'user_pass': ''},"
{'ip_port': ',117.84.28.109,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '117.84.28.109:8118', 'user_pass': ''},"
{'ip_port': ',123.169.4.50,,:,30097,"', 'user_pass': ''},",HTTPS,"{'ip_port': '123.169.4.50:30097', 'user_pass': ''},"
{'ip_port': ',110.73.28.17,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.73.28.17:8123', 'user_pass': ''},"
{'ip_port': ',118.254.148.212,,:,3128,"', 'user_pass': ''},",HTTP,"{'ip_port': '118.254.148.212:3128', 'user_pass': ''},"
{'ip_port': ',121.31.103.13,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '121.31.103.13:8123', 'user_pass': ''},"
{'ip_port': ',115.226.78.234,,:,8118,"', 'user_pass': ''},",HTTP,"{'ip_port': '115.226.78.234:8118', 'user_pass': ''},"
{'ip_port': ',182.41.3.223,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '182.41.3.223:8118', 'user_pass': ''},"
{'ip_port': ',110.72.26.252,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '110.72.26.252:8123', 'user_pass': ''},"
{'ip_port': ',118.254.150.215,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '118.254.150.215:3128', 'user_pass': ''},"
{'ip_port': ',113.120.60.230,,:,41584,"', 'user_pass': ''},",HTTP,"{'ip_port': '113.120.60.230:41584', 'user_pass': ''},"
{'ip_port': ',110.72.30.126,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.72.30.126:8123', 'user_pass': ''},"
{'ip_port': ',121.31.101.140,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '121.31.101.140:8123', 'user_pass': ''},"
{'ip_port': ',60.188.22.113,,:,808,"', 'user_pass': ''},",HTTPS,"{'ip_port': '60.188.22.113:808', 'user_pass': ''},"
{'ip_port': ',110.172.220.194,,:,8080,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.172.220.194:8080', 'user_pass': ''},"
{'ip_port': ',115.226.147.220,,:,36842,"', 'user_pass': ''},",HTTPS,"{'ip_port': '115.226.147.220:36842', 'user_pass': ''},"
{'ip_port': ',115.46.89.254,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '115.46.89.254:8123', 'user_pass': ''},"
{'ip_port': ',115.217.255.131,,:,40507,"', 'user_pass': ''},",HTTPS,"{'ip_port': '115.217.255.131:40507', 'user_pass': ''},"
{'ip_port': ',110.73.53.104,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.73.53.104:8123', 'user_pass': ''},"
{'ip_port': ',49.88.159.242,,:,32064,"', 'user_pass': ''},",HTTPS,"{'ip_port': '49.88.159.242:32064', 'user_pass': ''},"
{'ip_port': ',110.73.31.218,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.73.31.218:8123', 'user_pass': ''},"
{'ip_port': ',125.72.106.235,,:,808,"', 'user_pass': ''},",HTTPS,"{'ip_port': '125.72.106.235:808', 'user_pass': ''},"
{'ip_port': ',180.122.145.110,,:,32540,"', 'user_pass': ''},",HTTP,"{'ip_port': '180.122.145.110:32540', 'user_pass': ''},"
{'ip_port': ',118.254.148.3,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '118.254.148.3:3128', 'user_pass': ''},"
{'ip_port': ',218.73.128.119,,:,32503,"', 'user_pass': ''},",HTTPS,"{'ip_port': '218.73.128.119:32503', 'user_pass': ''},"
{'ip_port': ',114.245.144.126,,:,8118,"', 'user_pass': ''},",HTTP,"{'ip_port': '114.245.144.126:8118', 'user_pass': ''},"
{'ip_port': ',180.155.223.213,,:,8118,"', 'user_pass': ''},",HTTP,"{'ip_port': '180.155.223.213:8118', 'user_pass': ''},"
{'ip_port': ',117.86.201.132,,:,36590,"', 'user_pass': ''},",HTTPS,"{'ip_port': '117.86.201.132:36590', 'user_pass': ''},"
{'ip_port': ',60.169.216.240,,:,39950,"', 'user_pass': ''},",HTTP,"{'ip_port': '60.169.216.240:39950', 'user_pass': ''},"
{'ip_port': ',122.140.158.168,,:,80,"', 'user_pass': ''},",HTTPS,"{'ip_port': '122.140.158.168:80', 'user_pass': ''},"
{'ip_port': ',60.184.174.185,,:,808,"', 'user_pass': ''},",HTTP,"{'ip_port': '60.184.174.185:808', 'user_pass': ''},"
{'ip_port': ',118.254.151.62,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '118.254.151.62:3128', 'user_pass': ''},"
{'ip_port': ',110.72.192.218,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '110.72.192.218:8123', 'user_pass': ''},"
{'ip_port': ',180.121.133.67,,:,808,"', 'user_pass': ''},",HTTPS,"{'ip_port': '180.121.133.67:808', 'user_pass': ''},"
{'ip_port': ',116.213.98.6,,:,8080,"', 'user_pass': ''},",HTTP,"{'ip_port': '116.213.98.6:8080', 'user_pass': ''},"
{'ip_port': ',220.166.243.193,,:,8118,"', 'user_pass': ''},",HTTPS,"{'ip_port': '220.166.243.193:8118', 'user_pass': ''},"
{'ip_port': ',182.42.244.111,,:,808,"', 'user_pass': ''},",HTTPS,"{'ip_port': '182.42.244.111:808', 'user_pass': ''},"
{'ip_port': ',124.228.239.117,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '124.228.239.117:3128', 'user_pass': ''},"
{'ip_port': ',180.121.129.106,,:,808,"', 'user_pass': ''},",HTTPS,"{'ip_port': '180.121.129.106:808', 'user_pass': ''},"
{'ip_port': ',111.76.129.154,,:,808,"', 'user_pass': ''},",HTTP,"{'ip_port': '111.76.129.154:808', 'user_pass': ''},"
{'ip_port': ',171.12.139.198,,:,20406,"', 'user_pass': ''},",HTTPS,"{'ip_port': '171.12.139.198:20406', 'user_pass': ''},"
{'ip_port': ',49.64.35.160,,:,35979,"', 'user_pass': ''},",HTTPS,"{'ip_port': '49.64.35.160:35979', 'user_pass': ''},"
{'ip_port': ',111.155.116.222,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '111.155.116.222:8123', 'user_pass': ''},"
{'ip_port': ',1.196.135.34,,:,47017,"', 'user_pass': ''},",HTTP,"{'ip_port': '1.196.135.34:47017', 'user_pass': ''},"
{'ip_port': ',110.72.16.15,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '110.72.16.15:8123', 'user_pass': ''},"
{'ip_port': ',114.230.31.63,,:,3128,"', 'user_pass': ''},",HTTPS,"{'ip_port': '114.230.31.63:3128', 'user_pass': ''},"
{'ip_port': ',115.203.219.202,,:,42847,"', 'user_pass': ''},",HTTPS,"{'ip_port': '115.203.219.202:42847', 'user_pass': ''},"
{'ip_port': ',115.203.208.91,,:,21071,"', 'user_pass': ''},",HTTP,"{'ip_port': '115.203.208.91:21071', 'user_pass': ''},"
{'ip_port': ',1.194.133.198,,:,808,"', 'user_pass': ''},",HTTPS,"{'ip_port': '1.194.133.198:808', 'user_pass': ''},"
{'ip_port': ',110.73.50.57,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.73.50.57:8123', 'user_pass': ''},"
{'ip_port': ',115.203.199.66,,:,24560,"', 'user_pass': ''},",HTTPS,"{'ip_port': '115.203.199.66:24560', 'user_pass': ''},"
{'ip_port': ',219.133.68.164,,:,8081,"', 'user_pass': ''},",HTTP,"{'ip_port': '219.133.68.164:8081', 'user_pass': ''},"
{'ip_port': ',60.182.238.66,,:,32050,"', 'user_pass': ''},",HTTPS,"{'ip_port': '60.182.238.66:32050', 'user_pass': ''},"
{'ip_port': ',117.64.224.110,,:,808,"', 'user_pass': ''},",HTTP,"{'ip_port': '117.64.224.110:808', 'user_pass': ''},"
{'ip_port': ',49.85.3.53,,:,34498,"', 'user_pass': ''},",HTTPS,"{'ip_port': '49.85.3.53:34498', 'user_pass': ''},"
{'ip_port': ',117.81.59.246,,:,38492,"', 'user_pass': ''},",HTTPS,"{'ip_port': '117.81.59.246:38492', 'user_pass': ''},"
{'ip_port': ',27.154.145.29,,:,31839,"', 'user_pass': ''},",HTTPS,"{'ip_port': '27.154.145.29:31839', 'user_pass': ''},"
{'ip_port': ',114.231.115.209,,:,46322,"', 'user_pass': ''},",HTTPS,"{'ip_port': '114.231.115.209:46322', 'user_pass': ''},"
{'ip_port': ',115.46.73.30,,:,8123,"', 'user_pass': ''},",HTTPS,"{'ip_port': '115.46.73.30:8123', 'user_pass': ''},"
{'ip_port': ',111.155.116.224,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '111.155.116.224:8123', 'user_pass': ''},"
{'ip_port': ',110.73.53.167,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.73.53.167:8123', 'user_pass': ''},"
{'ip_port': ',202.120.1.39,,:,7777,"', 'user_pass': ''},",HTTPS,"{'ip_port': '202.120.1.39:7777', 'user_pass': ''},"
{'ip_port': ',110.72.42.230,,:,8123,"', 'user_pass': ''},",HTTP,"{'ip_port': '110.72.42.230:8123', 'user_pass': ''},"
